Anomalias de precipitação mm/day
SJ Rio Preto
Ano Anomalia
     -26,658224
     -16,230639
     -14,291210
     -23,409155
     67,618401
     -21,672398
     -55,441303
     -21,965900
     31,836920
     32,201427
     -53,568832
     2,141514
     -24,594206
     45,222118
     -33,086655
     -12,843302
     -23,821503
     16,642038
     -30,356030
     10,564401
     -36,720264
     -73,513443
     49,771877
     -8,873924
     -19,368675
     -38,245205
     -13,270974
     5,589302
     61,222542
     17,156487
     63,527874
     35,598450
     64,317772
     74,661865
     22,781546
     -73,926140
     -2,976356
     0,366805
     -34,770531
     -20,984890
     -1,210746
     -22,424864
     -9,965509
     -20,384005
     -52,724991
     32,058578
     95,607079
     -15,290418
     -15,055684
     5,054683
     -54,470566
     5,544295
     -9,529823
     3,253821
     -57,044067
     104,640533
     -31,450146
     -71,983574
     -34,054989
     -21,389837
     -57,358391
     40,152294
     0,876710
     111,608856
     -4,244656
     -22,392374
     -0,396124
     69,216560
     -17,624779
     58,806068
     -77,205627
     46,664761
     76,410515
     18,642050
     -8,522688
     49,616528
     3,740636
     -21,387930
     26,729565
     -1,875474
     -34,973000
     -9,495479
     -96,658211
     -71,065277
     41,546215
     15,130524
     -6,953280
     4,153016
     26,498026
     -19,723774
     41,738014
     -44,232922
     23,118462
     31,057272
     -37,192513
     -5,207696
     22,619123
     -21,552597
     31,297537
     -17,383839
     24,416956
     -16,194063
     -9,347541
     71,143082
     123,868057
     28,734276
     41,043636
     74,613731
     28,650976
     -28,675890
     19,274857
     3,974219
     -20,074120
     -1,353959
     -25,196358
     6,638920
     -14,087170
     21,494444
     23,968426
     -33,479645
     26,232653
     16,090685
     18,375252
     7,086530
     -26,042345
     5,866341
     -56,452747
     67,485680
     4,518309
     -24,630823
     -2,327326
     -39,597786
     80,487717
     -36,191051
     -55,130493
     -11,485989
     -23,431393
     27,669596
     -13,366013
     53,961681
     -27,404074
     -59,368095
     -69,656425
     22,030647
     12,217237
     -9,892607
     5,651052
     -21,829224
     -20,271788
     -22,912975
     -26,197350
     -41,152225
     -7,166414
     -11,639551
     -54,767414
     13,059114
     -72,743233
     -31,502878
     -22,539988
     0,721521
     -25,558191
     -8,250174
     -55,637573
     -56,385426
     -42,158310
     59,798347
Araraquara
Ano Anomalia
1981 -1,800551
1982 -100,329849
